Year,Rank,Title,Website,Employees,Sector,Industry,Hqlocation,Hqaddr,Hqcity,Hqstate,Hqzip,Hqtel,Ceo,Ceo-title,Address,Ticker,Fullname,Revenues,Profits,Assets
2017,462,Arthur J. Gallagher,http://www.ajg.com,24790,Financials,Diversified Financials,"Itasca, IL",2 Pierce Place,Itasca,IL,60143,630-773-3800,J. Patrick Gallagher Jr.,"Chairman, President & Chief Executive Officer","2 Pierce Place, Itasca, IL 60143",AJG,Arthur J. Gallagher & Co.,5595,414.4,11490
2017,410,Asbury Automotive Group,http://www.asburyauto.com,7900,Retailing,"Automotive Retailing, Services","Duluth, GA",2905 Premiere Pkwy. N.W.,Duluth,GA,30097,770-418-8200,Craig T. Monaghan,"President, Chief Executive Officer & Director","2905 Premiere Pkwy. N.W., Duluth, GA 30097",ABG,"Asbury Automotive Group, Inc.",6528,167.2,2336
2015,450,Asbury Automotive Group,http://www.asburyauto.com,7900,Retailing,"Automotive Retailing, Services","Duluth, GA",2905 Premiere Pkwy. N.W.,Duluth,GA,30097,770-418-8200,Craig T. Monaghan,"President, Chief Executive Officer & Director","2905 Premiere Pkwy. N.W., Duluth, GA 30097",ABG,Asbury Automotive Group,6528,2336,167
2017,384,Ascena Retail Group,http://www.ascenaretail.com,41000,Retailing,Specialty Retailers: Apparel,"Mahwah, NJ",933 MacArthur Blvd.,Mahwah,NJ,7430,551-777-6700,David R. Jaffe,"Chairman, President & Chief Executive Officer","933 MacArthur Blvd., Mahwah, NJ 07430",ASNA,"Ascena Retail Group, Inc.",6995,-11.9,5506
2017,361,Assurant,http://www.assurant.com,14700,Financials,Insurance: Property and Casualty (Stock),"New York, NY",28 Liberty St.,New York,NY,10005,212-859-7000,Alan B. Colberg,"President, Chief Executive Officer & Director","28 Liberty St., New York, NY 10005",AIZ,"Assurant, Inc.",7532,565.4,29709
2015,285,Assurant,http://www.assurant.com,14700,Financials,Insurance: Property and Casualty (Stock),"New York, NY",28 Liberty St.,New York,NY,10005,212-859-7000,Alan B. Colberg,"President, Chief Executive Officer & Director","28 Liberty St., New York, NY 10005",AIZ,Assurant,7532,29709,565
2017,9,AT&T,http://www.att.com,268540,Telecommunications,Telecommunications,"Dallas, TX",208 S. Akard St.,Dallas,TX,75202,210-821-4105,Randall L. Stephenson,"Chairman, President & Chief Executive Officer","208 S. Akard St., Dallas, TX 75202",T,AT&T Inc.,163786,12976,403821
2015,12,AT&T,http://www.att.com,268540,Telecommunications,Telecommunications,"Dallas, TX",208 S. Akard St.,Dallas,TX,75202,210-821-4105,Randall L. Stephenson,"Chairman, President & Chief Executive Officer","208 S. Akard St., Dallas, TX 75202",T,AT&T,163786,403821,12976
2017,283,Autoliv,http://www.autoliv.com,65900,Motor Vehicles & Parts,Motor Vehicles and Parts,"Auburn Hills, MI",1320 Pacific Dr.,Auburn Hills,MI,48326,248-475-9000,Jan Carlson,"Chairman, President & Chief Executive Officer","1320 Pacific Dr., Auburn Hills, MI 48326",ALV,"Autoliv, Inc.",10074,567.1,8234
2015,312,Autoliv,http://www.autoliv.com,65900,Motor Vehicles & Parts,Motor Vehicles and Parts,"Auburn Hills, MI",1320 Pacific Dr.,Auburn Hills,MI,48326,248-475-9000,Jan Carlson,"Chairman, President & Chief Executive Officer","1320 Pacific Dr., Auburn Hills, MI 48326",ALV,Autoliv,10074,8234,567
2017,129,AutoNation,http://www.autonation.com,26000,Retailing,"Automotive Retailing, Services","Fort Lauderdale, FL",200 S.W. First Ave.,Fort Lauderdale,FL,33301,954-769-6000,Michael J. Jackson,Chairman & Chief Executive Officer,"200 S.W. First Ave., Fort Lauderdale, FL 33301",AN,"AutoNation, Inc.",21609,430.5,10060
2015,156,AutoNation,http://www.autonation.com,26000,Retailing,"Automotive Retailing, Services","Fort Lauderdale, FL",200 S.W. First Ave.,Fort Lauderdale,FL,33301,954-769-6000,Michael J. Jackson,Chairman & Chief Executive Officer,"200 S.W. First Ave., Fort Lauderdale, FL 33301",AN,AutoNation,21609,10060,431
2017,398,Auto-Owners Insurance,http://www.auto-owners.com,4737,Financials,Insurance: Property and Casualty (Mutual),"Lansing, MI",6101 Anacapri Blvd.,Lansing,MI,48917,517-323-1200,Jeffrey F. Harrold,Chairman & Chief Executive Officer,"6101 Anacapri Blvd., Lansing, MI 48917",SEE,Auto-Owners Insurance Group,6775,706.3,21571
2015,425,Auto-Owners Insurance,http://www.auto-owners.com,4737,Financials,Insurance: Property and Casualty (Mutual),"Lansing, MI",6101 Anacapri Blvd.,Lansing,MI,48917,517-323-1200,Jeffrey F. Harrold,Chairman & Chief Executive Officer,"6101 Anacapri Blvd., Lansing, MI 48917",SEE,Auto-Owners Insurance,6778,7389,486
2017,270,AutoZone,http://www.autozone.com,66780,Retailing,Specialty Retailers: Other,"Memphis, TN",123 S. Front St.,Memphis,TN,38103,901-495-6500,William C. Rhodes III,"Chairman, President & Chief Executive Officer","123 S. Front St., Memphis, TN 38103",AZO,"AutoZone, Inc.",10636,1241,8600
2015,307,AutoZone,http://www.autozone.com,66780,Retailing,Specialty Retailers: Other,"Memphis, TN",123 S. Front St.,Memphis,TN,38103,901-495-6500,William C. Rhodes III,"Chairman, President & Chief Executive Officer","123 S. Front St., Memphis, TN 38103",AZO,AutoZone,10636,8600,1241
2017,430,Avery Dennison,http://www.averydennison.com,25000,Materials,"Packaging, Containers","Glendale, CA",207 Goode Ave.,Glendale,CA,91203,626-304-2000,Mitchell R. Butier,"President, Chief Executive Officer & Director","207 Goode Ave., Glendale, CA 91203",AVY,Avery Dennison Corporation,6087,320.7,4396
2015,427,Avery Dennison,http://www.averydennison.com,25000,Materials,"Packaging, Containers","Glendale, CA",207 Goode Ave.,Glendale,CA,91203,626-304-2000,Mitchell R. Butier,"President, Chief Executive Officer & Director","207 Goode Ave., Glendale, CA 91203",AVY,Avery Dennison,6087,4396,321
2017,319,Avis Budget Group,http://www.avisbudgetgroup.com,25600,Retailing,"Automotive Retailing, Services","Parsippany, NJ",6 Sylvan Way,Parsippany,NJ,7054,973-496-4700,Larry D. De Shon,Chief Executive Officer & Director,"6 Sylvan Way, Parsippany, NJ 07054",CAR,"Avis Budget Group, Inc.",8659,163,17643
2015,336,Avis Budget Group,http://www.avisbudgetgroup.com,25600,Retailing,"Automotive Retailing, Services","Parsippany, NJ",6 Sylvan Way,Parsippany,NJ,7054,973-496-4700,Larry D. De Shon,Chief Executive Officer & Director,"6 Sylvan Way, Parsippany, NJ 07054",CAR,Avis Budget Group,8659,16958,163
2017,108,Avnet,http://www.avnet.com,17700,Wholesalers,Wholesalers: Electronics and Office Equipment,"Phoenix, AZ",2211 S. 47th St.,Phoenix,AZ,85034,480-643-2000,William J. Amelio,Chief Executive Officer & Director,"2211 S. 47th St., Phoenix, AZ 85034",AVT,"Avnet, Inc.",26219,506.5,11240
2015,108,Avnet,http://www.avnet.com,17700,Wholesalers,Wholesalers: Electronics and Office Equipment,"Phoenix, AZ",2211 S. 47th St.,Phoenix,AZ,85034,480-643-2000,William J. Amelio,Chief Executive Officer & Director,"2211 S. 47th St., Phoenix, AZ 85034",AVT,Avnet,26219,11240,507
2017,444,Avon Products,http://www.avoninvestor.com,26400,Household Products,Household and Personal Products,"Rye, NY",601 Midland Ave.,Rye,NY,10580,914-935-2000,Sherilyn S. McCoy,Chief Executive Officer & Director,"601 Midland Ave., Rye, NY 10580",AVP,"Avon Products, Inc.",5853,-107.6,3419
2015,322,Avon Products,http://www.avoninvestor.com,26400,Household Products,Household and Personal Products,"Rye, NY",601 Midland Ave.,Rye,NY,10580,914-935-2000,Sherilyn S. McCoy,Chief Executive Officer & Director,"601 Midland Ave., Rye, NY 10580",AVP,Avon Products,5718,3419,-108
2017,285,Baker Hughes,http://www.bakerhughes.com,33000,Energy,"Oil and Gas Equipment, Services","Houston, TX",17021 Aldine Westfield Rd.,Houston,TX,77073,713-439-8600,Martin S. Craighead,"Chairman, President & Chief Executive Officer","17021 Aldine Westfield Rd., Houston, TX 77073",BHI,Baker Hughes Incorporated,9841,-2738,19034
2015,119,Baker Hughes,http://www.bakerhughes.com,33000,Energy,"Oil and Gas Equipment, Services","Houston, TX",17021 Aldine Westfield Rd.,Houston,TX,77073,713-439-8600,Martin S. Craighead,"Chairman, President & Chief Executive Officer","17021 Aldine Westfield Rd., Houston, TX 77073",BHI,Baker Hughes,9841,19034,-2738
2017,306,Ball,http://www.ball.com,18450,Materials,"Packaging, Containers","Broomfield, CO",10 Longs Peak Dr.,Broomfield,CO,80021,303-469-3131,John A. Hayes,"Chairman, President & Chief Executive Officer","10 Longs Peak Dr., Broomfield, CO 80021",BLL,Ball Corporation,9061,263,16173
2015,332,Ball,http://www.ball.com,18450,Materials,"Packaging, Containers","Broomfield, CO",10 Longs Peak Dr.,Broomfield,CO,80021,303-469-3131,John A. Hayes,"Chairman, President & Chief Executive Officer","10 Longs Peak Dr., Broomfield, CO 80021",BLL,Ball,9061,16173,263
2017,26,Bank of America Corp.,http://www.bankofamerica.com,208024,Financials,Commercial Banks,"Charlotte, NC",100 N. Tryon St.,Charlotte,NC,28255,704-386-5681,Brian T. Moynihan,"Chairman, President & Chief Executive Officer","100 N. Tryon St., Charlotte, NC 28255",BAC,Bank of America Corporation,93662,17906,2187702
2017,177,Bank of New York Mellon,http://www.bnymellon.com,52000,Financials,Commercial Banks,"New York, NY",225 Liberty St.,New York,NY,10286,212-495-1784,Gerald L. Hassell,Chairman & Chief Executive Officer,"225 Liberty St., New York, NY 10286",BK,The Bank of New York Mellon Corporation,15683,3547,333469
2017,281,Baxter International,http://www.baxter.com,48000,Health Care,Medical Products and Equipment,"Deerfield, IL",1 Baxter Pkwy.,Deerfield,IL,60015,224-948-2000,Jose E. Almeida,"Chairman, President & Chief Executive Officer","1 Baxter Pkwy., Deerfield, IL 60015",BAX,Baxter International Inc.,10163,4965,15546
2015,185,Baxter International,http://www.baxter.com,48000,Health Care,Medical Products and Equipment,"Deerfield, IL",1 Baxter Pkwy.,Deerfield,IL,60015,224-948-2000,Jose E. Almeida,"Chairman, President & Chief Executive Officer","1 Baxter Pkwy., Deerfield, IL 60015",BAX,Baxter International,10163,15546,4965
2017,245,BB&T Corp.,http://www.bbt.com,37500,Financials,Commercial Banks,"Winston-Salem, NC",200 W. Second St.,Winston-Salem,NC,27101,336-733-2000,Kelly S. King,Chairman & Chief Executive Officer,"200 W. Second St., Winston-Salem, NC 27101",BBT,BB&T Corporation,11538,2426,219276
2017,225,Becton Dickinson,http://www.bd.com,50928,Health Care,Medical Products and Equipment,"Franklin Lakes, NJ",1 Becton Dr.,Franklin Lakes,NJ,7417,201-847-6800,Vincent A. Forlenza,Chairman & Chief Executive Officer,"1 Becton Dr., Franklin Lakes, NJ 07417",BDX,"Becton, Dickinson and Company",12483,976,25586
2015,338,Becton Dickinson,http://www.bd.com,50928,Health Care,Medical Products and Equipment,"Franklin Lakes, NJ",1 Becton Dr.,Franklin Lakes,NJ,7417,201-847-6800,Vincent A. Forlenza,Chairman & Chief Executive Officer,"1 Becton Dr., Franklin Lakes, NJ 07417",BDX,Becton Dickinson,12483,25586,977
2017,233,Bed Bath & Beyond,http://www.bedbathandbeyond.com,62000,Retailing,Specialty Retailers: Other,"Union, NJ",650 Liberty Ave.,Union,NJ,7083,908-688-0888,Steven H. Temares,Chief Executive Officer & Director,"650 Liberty Ave., Union, NJ 07083",BBBY,Bed Bath & Beyond Inc.,12104,841.5,6499
2015,260,Bed Bath & Beyond,http://www.bedbathandbeyond.com,62000,Retailing,Specialty Retailers: Other,"Union, NJ",650 Liberty Ave.,Union,NJ,7083,908-688-0888,Steven H. Temares,Chief Executive Officer & Director,"650 Liberty Ave., Union, NJ 07083",BBBY,Bed Bath & Beyond,12216,6846,685
2017,2,Berkshire Hathaway,http://www.berkshirehathaway.com,367700,Financials,Insurance: Property and Casualty (Stock),"Omaha, NE",3555 Farnam St.,Omaha,NE,68131,402-346-1400,Warren E. Buffett,Chairman & Chief Executive Officer,"3555 Farnam St., Omaha, NE 68131",BRKA,Berkshire Hathaway Inc.,223604,24074,620854
2015,4,Berkshire Hathaway,http://www.berkshirehathaway.com,367700,Financials,Insurance: Property and Casualty (Stock),"Omaha, NE",3555 Farnam St.,Omaha,NE,68131,402-346-1400,Warren E. Buffett,Chairman & Chief Executive Officer,"3555 Farnam St., Omaha, NE 68131",BRKA,Berkshire Hathaway,19427,33707,4457
2017,413,Berry Global Group,http://www.berryglobal.com,21000,Materials,"Packaging, Containers","Evansville, IN",101 Oakley St.,Evansville,IN,47710,812-424-2904,Thomas E. Salmon,Chief Executive Officer & Director,"101 Oakley St., Evansville, IN 47710",BERY,"Berry Global Group, Inc.",6489,236,7653
2017,72,Best Buy,http://www.bestbuy.com,125000,Retailing,Specialty Retailers: Other,"Richfield, MN",7601 Penn Ave. S.,Richfield,MN,55423,612-291-1000,Hubert B. Joly,Chairman & Chief Executive Officer,"7601 Penn Ave. S., Richfield, MN 55423",BBY,"Best Buy Co., Inc.",39403,1228,13856
2015,72,Best Buy,http://www.bestbuy.com,125000,Retailing,Specialty Retailers: Other,"Richfield, MN",7601 Penn Ave. S.,Richfield,MN,55423,612-291-1000,Hubert B. Joly,Chairman & Chief Executive Officer,"7601 Penn Ave. S., Richfield, MN 55423",BBY,Best Buy,39403,13856,1228
2017,495,Big Lots,http://www.biglots.com,23150,Retailing,Specialty Retailers: Other,"Columbus, OH",300 Phillipi Rd.,Columbus,OH,43228,614-278-6800,David J. Campisi,"President, Chief Executive Officer & Director","300 Phillipi Rd., Columbus, OH 43228",BIG,"Big Lots, Inc.",5200,152.8,1608
2017,248,Biogen,http://www.biogen.com,7400,Health Care,Pharmaceuticals,"Cambridge, MA",225 Binney St.,Cambridge,MA,2142,617-679-2000,Michel Vounatsos,Chief Executive Officer & Director,"225 Binney St., Cambridge, MA 02142",BIIB,Biogen Inc.,11449,3702.8,22877
2015,298,Biogen,http://www.biogen.com,7400,Health Care,Pharmaceuticals,"Cambridge, MA",225 Binney St.,Cambridge,MA,2142,617-679-2000,Michel Vounatsos,Chief Executive Officer & Director,"225 Binney St., Cambridge, MA 02142",BIIB,Biogen,11449,22877,3703
2017,255,BlackRock,http://www.blackrock.com,13000,Financials,Securities,"New York, NY",55 E. 52nd St.,New York,NY,10055,212-810-5300,Laurence D. Fink,Chairman & Chief Executive Officer,"55 E. 52nd St., New York, NY 10055",BLK,"BlackRock, Inc.",11155,3172,220177
2017,24,Boeing,http://www.boeing.com,150540,Aerospace & Defense,Aerospace and Defense,"Chicago, IL",100 N. Riverside Plaza,Chicago,IL,60606,312-544-2000,Dennis A. Muilenburg,"Chairman, President & Chief Executive Officer","100 N. Riverside Plaza, Chicago, IL 60606",BA,The Boeing Company,94571,4895,89997
2015,27,Boeing,http://www.boeing.com,150540,Aerospace & Defense,Aerospace and Defense,"Chicago, IL",100 N. Riverside Plaza,Chicago,IL,60606,312-544-2000,Dennis A. Muilenburg,"Chairman, President & Chief Executive Officer","100 N. Riverside Plaza, Chicago, IL 60606",BA,Boeing,94571,89997,4895
2017,481,Booz Allen Hamilton Holding,http://www.boozallen.com,22600,Technology,Information Technology Services,"McLean, VA",8283 Greensboro Dr.,McLean,VA,22102,703-902-5000,Horacio D. Rozanski,"President, Chief Executive Officer & Director","8283 Greensboro Dr., McLean, VA 22102",BAH,Booz Allen Hamilton Holding Corp.,5406,294.1,3010
2015,475,Booz Allen Hamilton Holding,http://www.boozallen.com,22600,Technology,Information Technology Services,"McLean, VA",8283 Greensboro Dr.,McLean,VA,22102,703-902-5000,Horacio D. Rozanski,"President, Chief Executive Officer & Director","8283 Greensboro Dr., McLean, VA 22102",BAH,Booz Allen Hamilton Holding,5804,3373,252
2017,305,BorgWarner,http://www.borgwarner.com,27000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Auburn Hills, MI",3850 Hamlin Rd.,Auburn Hills,MI,48326,248-754-9200,James R. Verrier,"President, Chief Executive Officer & Director","3850 Hamlin Rd., Auburn Hills, MI 48326",BWA,BorgWarner Inc.,9071,118.5,8835
2015,347,BorgWarner,http://www.borgwarner.com,27000,Motor Vehicles & Parts,Motor Vehicles and Parts,"Auburn Hills, MI",3850 Hamlin Rd.,Auburn Hills,MI,48326,248-754-9200,James R. Verrier,"President, Chief Executive Officer & Director","3850 Hamlin Rd., Auburn Hills, MI 48326",BWA,BorgWarner,9071,8835,119
2017,327,Boston Scientific,http://www.bostonscientific.com,27000,Health Care,Medical Products and Equipment,"Marlborough, MA",300 Boston Scientific Way,Marlborough,MA,1752,508-683-4000,Michael F. Mahoney,"Chairman, President & Chief Executive Officer","300 Boston Scientific Way, Marlborough, MA 01752",BSX,Boston Scientific Corporation,8386,347,18096
2015,378,Boston Scientific,http://www.bostonscientific.com,27000,Health Care,Medical Products and Equipment,"Marlborough, MA",300 Boston Scientific Way,Marlborough,MA,1752,508-683-4000,Michael F. Mahoney,"Chairman, President & Chief Executive Officer","300 Boston Scientific Way, Marlborough, MA 01752",BSX,Boston Scientific,8386,18096,347
2017,147,Bristol-Myers Squibb,http://www.bms.com,25000,Health Care,Pharmaceuticals,"New York, NY",345 Park Ave.,New York,NY,10154,212-546-4000,Giovanni Caforio,Chief Executive Officer & Director,"345 Park Ave., New York, NY 10154",BMY,Bristol-Myers Squibb Company,19427,4457,33707
2015,195,Bristol-Myers Squibb,http://www.bms.com,25000,Health Care,Pharmaceuticals,"New York, NY",345 Park Ave.,New York,NY,10154,212-546-4000,Giovanni Caforio,Chief Executive Officer & Director,"345 Park Ave., New York, NY 10154",BMY,Bristol-Myers Squibb,19427,33707,4457
2017,421,Builders FirstSource,http://www.bldr.com,14000,Materials,"Building Materials, Glass","Dallas, TX",2001 Bryan St.,Dallas,TX,75201,214-880-3500,Floyd F. Sherman,Chief Executive Officer & Director,"2001 Bryan St., Dallas, TX 75201",BLDR,"Builders FirstSource, Inc.",6367,144.3,2910
2017,463,Burlington Stores,http://www.burlingtonstores.com,40000,Retailing,Specialty Retailers: Apparel,"Burlington, NJ",2006 Route 130 N.,Burlington,NJ,8016,609-387-7800,Thomas A. Kingsbury,"Chairman, President & Chief Executive Officer","2006 Route 130 N., Burlington, NJ 08016",BURL,"Burlington Stores, Inc.",5591,215.9,2575
2017,212,C.H. Robinson Worldwide,http://www.chrobinson.com,14125,Transportation,Transportation and Logistics,"Eden Prairie, MN",14701 Charlson Rd.,Eden Prairie,MN,55347,952-937-8500,John P. Wiehoff,"Chairman, President & Chief Executive Officer","14701 Charlson Rd., Eden Prairie, MN 55347",CHRW,"C. H. Robinson Worldwide, Inc.",13144,513.4,3688
2015,225,C.H. Robinson Worldwide,http://www.chrobinson.com,14125,Transportation,Transportation and Logistics,"Eden Prairie, MN",14701 Charlson Rd.,Eden Prairie,MN,55347,952-937-8500,John P. Wiehoff,"Chairman, President & Chief Executive Officer","14701 Charlson Rd., Eden Prairie, MN 55347",CHRW,C.H. Robinson Worldwide,13144,3688,513
